ve	0	0	3	0.333333	0	0	7	0.714286	1	101	104
Ëtr	0	0	3	0.666667	0	0	7	0.714286	0	114	106
n·ct	0	0	3	1	0	0	7	0.714286	0	225	75
pa	0	0	3	0.333333	0	0	7	0.857143	1	97	96
de	0	0	3	0.666667	0	0	7	0.857143	0	101	104
s·t	0	0	3	1	0	0	7	0.857143	0	225	92
ne	0	0	3	0.333333	0	1	7	1	1	101	84
je	0	0	3	0.666667	0	1	7	1	0	101	76
de	0	0	3	1	0	1	7	1	0	101	62
------------------------------------------											
sO	0	0	2	0.5	1	0	6	0.166667	1	79	142
bor	0	0	2	1	1	0	6	0.166667	0	111	126
'op	0	0	5	0.2	0	0	6	0.333333	1	111	104
sa	0	0	5	0.4	0	0	6	0.333333	0	97	127
hu	0	0	5	0.6	0	0	6	0.333333	0	117	129
jÌ	0	0	5	0.8	0	0	6	0.333333	0	237	129
cÌ	0	0	5	1	0	0	6	0.333333	0	237	99
ta	0	0	3	0.333333	0	0	6	0.5	1	97	99
bul	0	0	3	0.666667	0	0	6	0.5	0	117	121
ki	0	0	3	1	0	0	6	0.5	0	105	105
dat	1	0	1	1	0	0	6	0.666667	1	97	113
je	1	0	1	1	0	0	6	0.833333	1	101	85
'u	0	0	3	0.333333	0	1	6	1	1	117	79
lo	0	0	3	0.666667	0	1	6	1	0	111	76
ûen	0	0	3	1	0	1	6	1	0	101	80
'a	1	0	1	1	1	0	7	0.142857	1	97	87
pro	0	0	2	0.5	0	0	7	0.285714	1	111	124
gram	0	0	2	1	0	0	7	0.285714	0	97	139
bu	0	0	2	0.5	0	0	7	0.428571	1	117	103
de	0	0	2	1	0	0	7	0.428571	0	101	104
po	0	0	4	0.25	0	0	7	0.571429	1	111	91
sùis	0	0	4	0.5	0	0	7	0.571429	0	105	110
knu	0	0	4	0.75	0	0	7	0.571429	0	117	117
ùÌ	0	0	4	1	0	0	7	0.571429	0	237	96
kl·	0	0	3	0.333333	0	0	7	0.714286	1	225	90
ve	0	0	3	0.666667	0	0	7	0.714286	0	101	109
si	0	0	3	1	0	0	7	0.714286	0	105	86
'en	0	0	2	0.5	0	0	7	0.857143	1	101	84
tr	0	0	2	1	0	0	7	0.857143	0	114	105
'u	0	0	3	0.333333	0	1	7	1	1	117	92
kon	0	0	3	0.666667	0	1	7	1	0	111	83
Ëen	0	0	3	1	0	1	7	1	0	101	58
------------------------------------------											
vÌ	0	0	3	0.333333	1	0	3	0.333333	1	237	99
sle	0	0	3	0.666667	1	0	3	0.333333	0	101	143
dek	0	0	3	1	1	0	3	0.333333	0	101	132
ne	0	0	3	0.333333	0	0	3	0.666667	1	101	107
bu	0	0	3	0.666667	0	0	3	0.666667	0	117	137
de	0	0	3	1	0	0	3	0.666667	0	101	126
pÿe	0	0	2	0.5	0	1	3	1	1	101	96
snÌ	0	0	2	1	0	1	3	1	0	237	85
pro	0	0	3	0.333333	1	0	4	0.25	1	111	96
to	0	0	3	0.666667	1	0	4	0.25	0	111	112
ûe	0	0	3	1	1	0	4	0.25	0	101	100
ne	0	0	3	0.333333	0	0	4	0.5	1	101	90
m·	0	0	3	0.666667	0	0	4	0.5	0	225	108
me	0	0	3	1	0	0	4	0.5	0	101	112
ji	0	0	2	0.5	0	0	4	0.75	1	105	93
nÈ	0	0	2	1	0	0	4	0.75	0	233	90
'˙	0	0	3	0.333333	0	1	4	1	1	250	84
da	0	0	3	0.666667	0	1	4	1	0	97	89
je	0	0	3	1	0	1	4	1	0	101	63
------------------------------------------											
sO	0	0	2	0.5	1	0	3	0.333333	1	79	116
bor	0	0	2	1	1	0	3	0.333333	0	111	146
je	1	0	1	1	0	0	3	0.666667	1	101	81
'u	0	0	3	0.333333	0	1	3	1	1	117	86
lo	0	0	3	0.666667	0	1	3	1	0	111	85
ûen	0	0	3	1	0	1	3	1	0	101	90
'a	1	0	1	1	1	0	4	0.25	1	97	83
pro	0	0	2	0.5	0	0	4	0.5	1	111	93
gram	0	0	2	1	0	0	4	0.5	0	97	109
bu	0	0	2	0.5	0	0	4	0.75	1	117	88
de	0	0	2	1	0	0	4	0.75	0	101	88
'u	0	0	3	0.333333	0	1	4	1	1	117	84
kon	0	0	3	0.666667	0	1	4	1	0	111	79
Ëen	0	0	3	1	0	1	4	1	0	101	62
------------------------------------------											
traù	1	0	1	1	1	0	7	0.142857	1	97	94
spar	0	0	3	0.333333	0	0	7	0.285714	1	97	133
du	0	0	3	0.666667	0	0	7	0.285714	0	117	151
biZ	0	0	3	1	0	0	7	0.285714	0	105	96
do	0	0	3	0.333333	0	0	7	0.428571	1	111	92
pl	0	0	3	0.666667	0	0	7	0.428571	0	108	96
zÚe	0	0	3	1	0	0	7	0.428571	0	101	96
se	1	0	1	1	0	0	7	0.571429	1	101	90
ten	0	0	2	0.5	0	0	7	0.714286	1	101	115
to	0	0	2	1	0	0	7	0.714286	0	111	121
tÌ	0	0	2	0.5	0	0	7	0.857143	1	237	133
den	0	0	2	1	0	0	7	0.857143	0	101	106
'o	0	0	4	0.25	0	1	7	1	1	111	92
pra	0	0	4	0.5	0	1	7	1	0	97	78
vu	0	0	4	0.75	0	1	7	1	0	117	73
je	0	0	4	1	0	1	7	1	0	101	75
'a	1	0	1	1	1	0	9	0.111111	1	97	95
pro	0	0	2	0.5	0	0	9	0.222222	1	111	105
to	0	0	2	1	0	0	9	0.222222	0	111	103
je	1	0	1	1	0	0	9	0.333333	1	101	101
do	0	0	3	0.333333	0	0	9	0.444444	1	111	102
Ëa	0	0	3	0.666667	0	0	9	0.444444	0	97	131
sÚe	0	0	3	1	0	0	9	0.444444	0	101	96
'o	0	0	3	0.333333	0	0	9	0.555556	1	111	100
me	0	0	3	0.666667	0	0	9	0.555556	0	101	114
zen	0	0	3	1	0	0	9	0.555556	0	101	88
pro	0	0	2	0.5	0	0	9	0.666667	1	111	95
vos	0	0	2	1	0	0	9	0.666667	0	111	116
me	0	0	2	0.5	0	0	9	0.777778	1	101	98
zi	0	0	2	1	0	0	9	0.777778	0	105	96
